対象県（富山/石川/福井）	アンケート回答日	居住都道府県	性別	年代	職業	世帯年収	同伴者	満足度（旅行全体）	満足度理由	おすすめ度	回答場所
富山	2025/6/15 0:00	新潟県	女	70代		2: 300〜599万円		5	瑞龍寺が素晴らしかった	8	宿泊先
富山	2025/6/15 0:00	埼玉県	女	50代		1: 300万円未満		5		10	高岡市
富山	2025/6/15 0:00	東京都	女	30代		1: 300万円未満		5	やはり東京では味わえない生き生きした鮮魚！（それには店選びも重要だが、何度も失敗したどり着いた素晴らしいお店がある）	10	宿泊先
富山	2025/6/15 0:00	富山県	男	50代		2: 300〜599万円		4	ゆっくりできた	8	氷見市
富山	2025/6/15 0:00	富山県	女	40代		2: 300〜599万円		5	植物園が英国風のイベントをやっており、音楽会や限定スイーツなど70歳の母ととても楽しめた	10	富山市
富山	2025/6/16 0:00	富山県	男	60代		3: 600〜1000万円		5		10	黒部市
富山	2025/6/16 0:00	富山県	無回答	10代		1: 300万円未満		3		7	富山市
富山	2025/6/16 0:00	和歌山県	女	70代		1: 300万円未満		5	友人たちに囲まれておいしいお店おいしいお料理にとても満足いたしました	7	宿泊先
富山	2025/6/16 0:00	石川県	男	50代		2: 300〜599万円		4	食べたい物、買いたい物が買えたから	6	小矢部市
富山	2025/6/16 0:00	愛知県	女	50代		2: 300〜599万円		4	飲食店が集中している点	9	氷見市
富山	2025/6/16 0:00	石川県	男	60代		6: 無回答		4		8	高岡市
富山	2025/6/16 0:00	三重県	男	60代		2: 300〜599万円		5	思っていた以上に都会で街が綺麗でした。食事の満足度は抜群。ありきたりですが特に寿司はハズルなし。冬に再度、訪問してみたい。	10	富山市
富山	2025/6/16 0:00	富山県	男	80歳以上		1: 300万円未満		4	料理がよかった	8	氷見市
富山	2025/6/16 0:00	栃木県	女	60代		2: 300〜599万円		4	ホテルも綺麗で海鮮も美味しかった。	6	宿泊先
富山	2025/6/16 0:00	栃木県	男	60代		2: 300〜599万円		3	特に無し	10	宿泊先
富山	2025/6/16 0:00	埼玉県	女	60代		2: 300〜599万円		5	自然が美しく県全体が広々していて、のんびりゆったりいつも過ごさせていただいてます。食べ物も美味しく特に海の幸が豊富でそれも毎回楽しみのひとつです。	10	宿泊先
富山	2025/6/16 0:00	鳥取県	男	60代		2: 300〜599万円		5	黒部トロッコ列車が良かった。	5	黒部市
富山	2025/6/16 0:00	埼玉県	男	60代		1: 300万円未満		5	富山県の観光地、人、食事が毎回裏切らない	10	宿泊先
富山	2025/6/16 0:00	東京都	女	50代		3: 600〜1000万円		3		4	宿泊先
富山	2025/6/16 0:00	石川県	女	50代		1: 300万円未満		5	旬の食材を食べることが出来て満	8	砺波市
富山	2025/6/16 0:00	岐阜県	女	50代		4: 1000〜2000万円		5	宿泊施設のご飯がとてもおいしかった	10	上市町
富山	2025/6/17 0:00	富山県	男	60代		2: 300〜599万円		4	知らない物に出会えた	8	富山市
富山	2025/6/17 0:00	富山県	女	70代		1: 300万円未満		4	食べ物、温泉が良かった	10	魚津市
富山	2025/6/17 0:00	長野県	女	20代		1: 300万円未満		5		5	氷見市
富山	2025/6/17 0:00	長野県	男	50代		3: 600〜1000万円		4		8	高岡市
富山	2025/6/17 0:00	長野県	女	50代		2: 300〜599万円		5		9	高岡市
富山	2025/6/17 0:00	神奈川県	男	60代		6: 無回答		4	同窓会出席だけなので、とりあえず満足にしました。	5	宿泊先
富山	2025/6/17 0:00	新潟県	男	70代		2: 300〜599万円		5	雨晴海岸	10	富山市
富山	2025/6/17 0:00	新潟県	女	50代		2: 300〜599万円		5	釣が楽しかったから	10	富山市
富山	2025/6/17 0:00	富山県	女	60代		2: 300〜599万円		4		5	朝日町
富山	2025/6/17 0:00	石川県	女	60代		1: 300万円未満		5		9	南砺市
富山	2025/6/17 0:00	神奈川県	女	60代		1: 300万円未満		4		8	宿泊先
富山	2025/6/17 0:00	千葉県	男	70代		2: 300〜599万円		4	比較的に外国人が少ない、静か、もちろん美しい	4	富山市
富山	2025/6/17 0:00	富山県	女	30代		6: 無回答		4		8	砺波市
富山	2025/6/17 0:00	兵庫県	女	20代		6: 無回答		5		7	宿泊先
富山	2025/6/17 0:00	富山県	女	50代		2: 300〜599万円		4	食べ物が美味しい	9	氷見市
富山	2025/6/18 0:00	岐阜県	男	70代		2: 300〜599万円		5	ホテルが良かった	10	宿泊先
富山	2025/6/18 0:00	富山県	男	60代		4: 1000〜2000万円		4	温泉と美味しい食事	10	宿泊先
富山	2025/6/18 0:00	富山県	女	30代		6: 無回答		4		3	射水市
富山	2025/6/18 0:00	富山県	女	10代		6: 無回答		4		1	射水市
富山	2025/6/18 0:00	富山県	男	50代		2: 300〜599万円		5	お魚が新鮮	10	富山市
富山	2025/6/18 0:00	神奈川県	女	40代		4: 1000〜2000万円		5	GWの訪問だった為、どこもお寿司や海産系のお店が行列で入れなかったが、代わりに 宿泊地の居酒屋さんや五箇山豆腐、 貪瞋痴さんのラーメンなど楽しめて良かった。 今回は八尾と城端の曳山祭を拝見させて頂き、曳山の装飾の美しさ、一生懸命曳山を引く姿に感動した。大変かとは思いますが、いつまでもこの素晴らしい伝統を後世に守り伝えて 行って頂けたらと思いました。	10	高岡市
富山	2025/6/18 0:00	東京都	男	60代		5: 2000万円以上		4		9	富山市
富山	2025/6/18 0:00	愛媛県	女	60代		2: 300〜599万円		4	ダム見学が良かった。	8	宿泊先
富山	2025/6/18 0:00	富山県	女	60代		4: 1000〜2000万円		4	お天気も良かった。	8	富山市
富山	2025/6/18 0:00	富山県	男	60代		2: 300〜599万円		3	変わり映えなしだから	10	富山市
富山	2025/6/19 0:00	大阪府	男	70代		1: 300万円未満		4	市場が休み	5	宿泊先
富山	2025/6/19 0:00	千葉県	男	20代		2: 300〜599万円		5		9	氷見市
富山	2025/6/19 0:00	愛知県	男	50代		1: 300万円未満		5	温泉・食事などとても良かった	10	宿泊先
富山	2025/6/19 0:00	富山県	女	30代		1: 300万円未満		4		4	射水市
富山	2025/6/19 0:00	富山県	女	30代		2: 300〜599万円		5		10	黒部市
富山	2025/6/19 0:00	富山県	男	70代		1: 300万円未満		5	宿の温泉が最高に良かった。	8	立山町
富山	2025/6/19 0:00	石川県	男	60代		2: 300〜599万円		3	宿泊していないので、満足度は答えられないのにムリに答えさせられた	10	
富山	2025/6/19 0:00	岐阜県	女	60代		1: 300万円未満		5	立山の光景が素晴らしかった	10	宿泊先
富山	2025/6/20 0:00	愛媛県	男	60代		2: 300〜599万円		3		4	朝日町
富山	2025/6/20 0:00	東京都	男	60代		3: 600〜1000万円		4	食事	8	宿泊先
富山	2025/6/20 0:00	愛知県	男	60代		3: 600〜1000万円		4	自然が豊かで、食事が最高。	8	富山市
富山	2025/6/20 0:00	東京都	女	50代		1: 300万円未満		4		9	富山市
富山	2025/6/20 0:00	神奈川県	女	50代		3: 600〜1000万円		3	今回1泊だけという事とホタルイカの時期が過ぎていたので次回は4月中旬3泊くらいしてゆっくり観光したい ぶり寿司	10	宿泊先
富山	2025/6/20 0:00	富山県	女	60代		1: 300万円未満		5		10	氷見市
富山	2025/6/20 0:00	富山県	女	60代		3: 600〜1000万円		4	お風呂がとても良かった	10	立山町
富山	2025/6/20 0:00	富山県	男	50代		3: 600〜1000万円		5		10	入善町
富山	2025/6/20 0:00	千葉県	女	50代		4: 1000〜2000万円		4	バイ貝やホタルイカは富山が一番美味い。 日本酒も立山や勝駒がうまい。	9	富山市
富山	2025/6/20 0:00	富山県	女	50代		2: 300〜599万円		4	宿泊先での温泉、、お部屋、エステ、お食事、職員さんの対応、すべてが良かった	10	宿泊先
富山	2025/6/20 0:00	富山県	女	80歳以上		6: 無回答		5	温泉、お食事、エステ すべてが良かった	10	宿泊先
富山	2025/6/20 0:00	富山県	女	60代		2: 300〜599万円		5	宿泊施設が良かった	7	宿泊先
富山	2025/6/20 0:00	東京都	女	50代		4: 1000〜2000万円		5	以前から来たかったので、来れて幸せです	10	宿泊先
富山	2025/6/21 0:00	埼玉県	男	20代		2: 300〜599万円		4		10	富山市
富山	2025/6/21 0:00	茨城県	男	60代		2: 300〜599万円		4	マイナスが無いから	5	富山市
富山	2025/6/21 0:00	富山県	女	60代		2: 300〜599万円		5	料理や温泉がよく、リフレッシュできた	8	宿泊先
富山	2025/6/21 0:00	岐阜県	女	60代		1: 300万円未満		4	晴天で山がくっきり見えて気持ち良かった	8	宿泊先
富山	2025/6/21 0:00	石川県	男	40代		3: 600〜1000万円		4		8	富山市
富山	2025/6/21 0:00	岐阜県	男	60代		1: 300万円未満		4	立山観光が良い	8	宿泊先
富山	2025/6/21 0:00	富山県	女	50代		4: 1000〜2000万円		3		8	射水市
富山	2025/6/21 0:00	新潟県	女	50代		6: 無回答		4	宿やトロッコの予約後、予定を立てたあとのダイヤ改正に気付かず、当日の予定が狂ってしまった。	10	黒部市
富山	2025/6/21 0:00	富山県	女	60代		2: 300〜599万円		5		10	魚津市
富山	2025/6/21 0:00	石川県	女	20代		2: 300〜599万円		5	自然がいっぱいになればなるほど、人も少なくなり、のんびり過ごすことができました	10	宿泊先
富山	2025/6/21 0:00	石川県	女	20代		3: 600〜1000万円		5	とても楽しいから	7	宿泊先
富山	2025/6/21 0:00	石川県	女	50代		1: 300万円未満		4		8	宿泊先
富山	2025/6/21 0:00	富山県	無回答	70代		6: 無回答		3		5	宿泊先
富山	2025/6/21 0:00	京都府	女	50代		3: 600〜1000万円		5	温泉でのんびり	10	砺波市
富山	2025/6/21 0:00	愛知県	女	60代		2: 300〜599万円		5	立山がきれいだった	8	黒部市
富山	2025/6/21 0:00	富山県	男	60代		2: 300〜599万円		5		10	宿泊先
富山	2025/6/21 0:00	富山県	男	70代		6: 無回答		4		6	宿泊先
富山	2025/6/22 0:00	富山県	男	60代		2: 300〜599万円		5		10	上市町
富山	2025/6/22 0:00	奈良県	男	60代		2: 300〜599万円		4	天気もよく混雑も少なかった。食事が美味しかったです。	10	宿泊先
富山	2025/6/22 0:00	奈良県	男	40代		3: 600〜1000万円		4	天候の関係で眺めは少し満足できなかった	10	宿泊先
富山	2025/6/22 0:00	東京都	男	60代		2: 300〜599万円		3	富山県出身者だから特別感動しないから	10	滑川市
富山	2025/6/22 0:00	奈良県	女	60代		1: 300万円未満		4	食べ物が美味しい	3	宿泊先
富山	2025/6/22 0:00	富山県	女	40代		5: 2000万円以上		4	自宅から離れてゆっくり出来た	8	氷見市
富山	2025/6/22 0:00	石川県	男	30代		2: 300〜599万円		5	外国人旅行者が少なく安心して美味しいものを食べられる 観光地感がないところが魅力 観光地感が強いと旅行した意味が薄くなるため	10	宿泊先
富山	2025/6/22 0:00	東京都	女	30代		2: 300〜599万円		4	お寿司、富山湾の鮮魚を味わいました！	7	黒部市
富山	2025/6/22 0:00	富山県	女	30代		2: 300〜599万円		3	想定範囲内	7	魚津市
富山	2025/6/22 0:00	長野県	男	40代		3: 600〜1000万円		5		10	高岡市
富山	2025/6/22 0:00	富山県	女	50代		2: 300〜599万円		4		8	射水市
富山	2025/6/22 0:00	富山県	女	50代		1: 300万円未満		4	とにかく、お魚がおいしい	0	上市町
富山	2025/6/22 0:00	長野県	女	80歳以上		1: 300万円未満		4	お土産品　鮮魚　のお店が少なく感じた。	9	富山市
富山	2025/6/22 0:00	群馬県	男	50代		3: 600〜1000万円		4	人が親切	9	高岡市
富山	2025/6/22 0:00	大阪府	男	20代		3: 600〜1000万円		4		7	高岡市
富山	2025/6/22 0:00	大阪府	男	50代		2: 300〜599万円		5		8	富山市
富山	2025/6/22 0:00	大阪府	男	50代		2: 300〜599万円		5		8	宿泊先
富山	2025/6/22 0:00	三重県	男	60代		2: 300〜599万円		5	何年も足を運んで大好きな場所	10	南砺市
富山	2025/6/22 0:00	東京都	女	50代		3: 600〜1000万円		5		10	朝日町
富山	2025/6/22 0:00	神奈川県	男	60代		4: 1000〜2000万円		4	満足度80%	8	宿泊先
富山	2025/6/22 0:00	岐阜県	男	40代		4: 1000〜2000万円		5	宿は非常に快適で料理も美味しく、動物園も楽しかったから	10	宿泊先
富山	2025/6/22 0:00	岐阜県	男	10歳未満		1: 300万円未満		5		7	宿泊先
富山	2025/6/22 0:00	長野県	女	60代		3: 600〜1000万円		5		9	宿泊先
富山	2025/6/22 0:00	長野県	女	40代		2: 300〜599万円		5	料理も宿もガラス体験もどれも本当に良かったです	10	砺波市
富山	2025/6/23 0:00	富山県	男	60代		3: 600〜1000万円		4	対応が親切	8	宿泊先
富山	2025/6/23 0:00	富山県	女	70代		2: 300〜599万円		4	刺身がとても美味しかったです‼️	10	宿泊先
富山	2025/6/23 0:00	青森県	男	60代		2: 300〜599万円		4	接客対応がどこでも良かったから	8	砺波市
富山	2025/6/23 0:00	奈良県	女	60代		3: 600〜1000万円		4	旅館のお料理が美味しかったこと、フロントの電話対応や接客が親切で丁寧でした。訪れた神社も美しく奈良とのご縁を感じる神社もあり大変良かったです。立山連峰が見えなかったことが残念でしたが是非また訪れたいと思います。	10	宿泊先
富山	2025/6/23 0:00	山梨県	男	60代		3: 600〜1000万円		4	初めての富山県、景色、温泉、魚など楽しめました。	10	宿泊先
富山	2025/6/23 0:00	富山県	女	60代		6: 無回答		5	富山県の自然	10	入善町
富山	2025/6/23 0:00	愛知県	男	30代		3: 600〜1000万円		4	糸庄が美味しかった	1	宿泊先
富山	2025/6/24 0:00	富山県	女	50代		2: 300〜599万円		5	料理は何を食べても美味しく、温泉の湯質も最高でした	10	富山市
富山	2025/6/24 0:00	長野県	男	70代		2: 300〜599万円		5		10	黒部市
富山	2025/6/24 0:00	石川県	女	20代		1: 300万円未満		3		5	立山町
富山	2025/6/24 0:00	佐賀県	男	60代		2: 300〜599万円		4	立山ホテル、料金の割には施設が手入れしてない。	10	宿泊先
富山	2025/6/24 0:00	千葉県	女	60代		1: 300万円未満		5	魚津埋没林博物館に感動しました。	10	宿泊先
富山	2025/6/24 0:00	三重県	女	50代		2: 300〜599万円		5	宿泊先も行く先も自分達が満足できるから	9	南砺市
富山	2025/6/25 0:00	兵庫県	女	40代		3: 600〜1000万円		4	街がコンパクトで移動しやすい(富山駅付近)	10	宿泊先
富山	2025/6/25 0:00	京都府	男	60代		2: 300〜599万円		5	地元の人が優しく親切であったのと温泉が良かった。	10	宿泊先
富山	2025/6/25 0:00	京都府	女	60代		1: 300万円未満		5	天気に恵まれ、人が少ない時期で待ち時間が無かった	10	富山市
富山	2025/6/25 0:00	富山県	男	60代		2: 300〜599万円		4	過ごしやすい	10	黒部市
富山	2025/6/25 0:00	富山県	男	20代		2: 300〜599万円		4		8	立山町
富山	2025/6/25 0:00	栃木県	女	60代		3: 600〜1000万円		4	トロッコ、天気も良く最高でした。	10	宿泊先
富山	2025/6/25 0:00	千葉県	女	60代		1: 300万円未満		5	期待以上 楽しかったです 鱒寿司はいろいろなお店の物を食べ比べてみました 個性豊かで どれも美味しかったです  地ビールやクラフトビール 地酒も 美味しかったです 大満足です	10	富山市
富山	2025/6/25 0:00	栃木県	女	60代		2: 300〜599万円		5	トロッコ、天気も良く最高。	10	宿泊先
富山	2025/6/26 0:00	東京都	女	70代		1: 300万円未満		4	食べ物が美味しい、人が親切	10	宿泊先
富山	2025/6/26 0:00	愛知県	女	60代		2: 300〜599万円		4	寿司が新鮮で美味しかった♪	7	宿泊先
富山	2025/6/26 0:00	新潟県	男	50代		3: 600〜1000万円		5	海の幸がとにかくおいしかった。感動ものです。	10	宿泊先
富山	2025/6/26 0:00	福井県	女	50代		3: 600〜1000万円		2	行った道の駅が休業中で、WEBに載って無かった	7	射水市
富山	2025/6/26 0:00	長崎県	男	30代		6: 無回答		4		7	宿泊先
富山	2025/6/26 0:00	大阪府	男	60代		1: 300万円未満		4		8	氷見市
富山	2025/6/26 0:00	東京都	男	30代		1: 300万円未満		5		9	富山市
富山	2025/6/26 0:00	富山県	女	30代		3: 600〜1000万円		4	料理が美味しかった	8	宿泊先
富山	2025/6/26 0:00	新潟県	女	40代		3: 600〜1000万円		5	家族みんなで能作で鋳物体験をして良い思い出かできた	10	宿泊先
富山	2025/6/26 0:00	富山県	男	50代		2: 300〜599万円		4		10	富山市
富山	2025/6/26 0:00	埼玉県	女	50代		2: 300〜599万円		5	街がきれいだからです。	10	富山市
富山	2025/6/26 0:00	富山県	女	50代		3: 600〜1000万円		5	富山県産の美味しい野菜を使った美味しいランチを食べることができ、宿の夕食では、富山県の美味しいお魚とお肉を使った美味しいお料理を堪能できたから。	10	宿泊先
富山	2025/6/27 0:00	東京都	男	50代		3: 600〜1000万円		5	気持ちよく色々楽しめた	10	宿泊先
富山	2025/6/27 0:00	東京都	男	50代		3: 600〜1000万円		5	楽しく過ごせた	10	宿泊先
富山	2025/6/27 0:00	栃木県	男	60代		2: 300〜599万円		3		5	宿泊先
富山	2025/6/27 0:00	東京都	女	30代		3: 600〜1000万円		5	食事が美味しい、お店や宿など観光先で出会った方が皆優しかった、赤ちゃん連れでしたが臨機応変な対応をしていただけた。	9	富山市
富山	2025/6/27 0:00	東京都	女	30代		4: 1000〜2000万円		5		8	宿泊先
富山	2025/6/27 0:00	埼玉県	女	60代		1: 300万円未満		4		8	黒部市
富山	2025/6/27 0:00	大阪府	男	50代		3: 600〜1000万円		3		5	魚津市
富山	2025/6/27 0:00	岐阜県	女	40代		2: 300〜599万円		4	ご飯とお酒がとても美味しかった。 ファミリーパークがとても楽しかった。	8	宿泊先
富山	2025/6/27 0:00	神奈川県	女	40代		2: 300〜599万円		5	テレビで黒部ダムの特集をしていて、放流が始まったら絶対行きたいと思い今回、父を連れて旅行に来たのですが、黒部ダムの放流の迫力とアルペンルートの素晴らしさに感動しました！	10	宿泊先
富山	2025/6/27 0:00	群馬県	男	30代		1: 300万円未満		5	刺し身がとにかく新鮮でおいしい😋	10	宿泊先
富山	2025/6/27 0:00	群馬県	女	60代		1: 300万円未満		5	美味しい海産物	10	魚津市
富山	2025/6/27 0:00	京都府	男	50代		2: 300〜599万円		5	スーパーでホタルイカ素干を見つけて買いました。炙って食べると美味しいと書いてあったので明日は再買いしてライターも仕入れて試してみます。がんど鰤も美味しかったです。	10	宿泊先
富山	2025/6/27 0:00	埼玉県	女	50代		6: 無回答		5	海鮮の鮮度が抜群で美味しかった　ホテルの対応もとても良かった	10	宿泊先
富山	2025/6/28 0:00	岐阜県	女	20代		1: 300万円未満		5	ホテル綺麗だった	7	高岡市
富山	2025/6/28 0:00	岐阜県	男	20代		2: 300〜599万円		5		10	高岡市
富山	2025/6/28 0:00	富山県	その他	60代		2: 300〜599万円		4		10	宿泊先
富山	2025/6/28 0:00	新潟県	女	40代		2: 300〜599万円		4	西と東が混ざってる独特の楽しさがあっていつも新しい発見がある。	10	宿泊先
富山	2025/6/28 0:00	東京都	男	60代		4: 1000〜2000万円		3	期待どおりだったため	9	宿泊先
富山	2025/6/28 0:00	長野県	女	60代		2: 300〜599万円		4	温泉、海鮮料理大変満足しました。	8	氷見市
富山	2025/6/28 0:00	東京都	女	50代		3: 600〜1000万円		4	もう少し地元の料理を食べたかったが、到着時間が遅く、あまり選択肢がなかったから。	8	宿泊先
富山	2025/6/28 0:00	長野県	男	50代		3: 600〜1000万円		4	環水公園がよかった	8	射水市
富山	2025/6/28 0:00	長野県	女	40代		1: 300万円未満		5	天気も良く、美味しいご飯を食べれたから	10	射水市
富山	2025/6/28 0:00	富山県	女	60代		4: 1000〜2000万円		4		10	立山町
富山	2025/6/28 0:00	埼玉県	女	60代		1: 300万円未満		4	食べ物が美味しい。お土産や食事処が駅近で便利。	8	宿泊先
富山	2025/6/28 0:00	山形県	男	60代		5: 2000万円以上		5		10	砺波市
富山	2025/6/28 0:00	山形県	女	60代		3: 600〜1000万円		4		8	砺波市
富山	2025/6/28 0:00	東京都	女	30代		3: 600〜1000万円		4		8	宿泊先
富山	2025/6/28 0:00	富山県	女	40代		1: 300万円未満		3	景色がとても雄大でキレイで良かった。	6	氷見市
富山	2025/6/28 0:00	石川県	男	60代		3: 600〜1000万円		5	食の美味しさ	10	黒部市
富山	2025/6/28 0:00	富山県	女	40代		1: 300万円未満		4	天気が最高に良かった	8	射水市
富山	2025/6/28 0:00	愛知県	男	50代		6: 無回答		5		10	宿泊先
富山	2025/6/28 0:00	富山県	男	50代		4: 1000〜2000万円		3	住んでるなら答えなくて良いようにして欲しい	7	射水市
富山	2025/6/28 0:00	富山県	男	30代		3: 600〜1000万円		3		5	氷見市
富山	2025/6/28 0:00	富山県	男	30代		3: 600〜1000万円		4		7	氷見市
富山	2025/6/28 0:00	富山県	女	60代		4: 1000〜2000万円		4	庄川の鮎はとても美味しい。	8	砺波市
富山	2025/6/28 0:00	富山県	女	40代		6: 無回答		4	みどころがあまり	5	射水市
富山	2025/6/28 0:00	富山県	女	60代		4: 1000〜2000万円		4	仕事帰りに寄れて、お手頃な価格。	8	砺波市
富山	2025/6/28 0:00	新潟県	女	50代		2: 300〜599万円		4	温泉も入れてリフレッシュしました	10	宿泊先
富山	2025/6/28 0:00	神奈川県	男	40代		3: 600〜1000万円		3		8	宿泊先
富山	2025/6/28 0:00	富山県	女	50代		2: 300〜599万円		4	大浴場が気持ち良かった	10	宿泊先
富山	2025/6/28 0:00	愛知県	女	60代		3: 600〜1000万円		3	残念ながら、もう少し期待していたが、期待通りではなかった	5	宿泊先
富山	2025/6/28 0:00	富山県	女	70代		3: 600〜1000万円		3	日帰り休憩で、ゆっくり休みました。	10	氷見市
富山	2025/6/29 0:00	千葉県	男	40代		1: 300万円未満		4		5	宿泊先
富山	2025/6/29 0:00	富山県	女	40代		2: 300〜599万円		3	緑が美しかった	9	砺波市
富山	2025/6/29 0:00	福井県	女	60代		1: 300万円未満		4	食べ物が美味しかった	10	宿泊先
富山	2025/6/29 0:00	新潟県	男	60代		2: 300〜599万円		5	スポーツ推進委員として大変勉強になりました。	10	宿泊先
富山	2025/6/29 0:00	富山県	男	60代		4: 1000〜2000万円		4		7	富山市
富山	2025/6/29 0:00	富山県	女	60代		2: 300〜599万円		3	食事	7	宿泊先
富山	2025/6/29 0:00	富山県	男	30代		2: 300〜599万円		5		10	砺波市
富山	2025/6/29 0:00	富山県	女	60代		1: 300万円未満		4		10	宿泊先
富山	2025/6/29 0:00	宮城県	男	50代		2: 300〜599万円		2	路線バス運転ざつで残念。 速度超過 交差点進入速度超過速すぎで不安 万葉線も運転手によって思いやりが無い運行してる 座るまで出発待つ人待たない人 警笛無らしまくる人 男性運転手がひどい女性運転手はきちんとしてた	6	宿泊先
富山	2025/6/29 0:00	富山県	男	20代		3: 600〜1000万円		5	富山の観光で「やまのは」に宿泊し、美味しいお寿司や富山ならではの味覚を堪能しました。宿はとても落ち着いた雰囲気で、温泉も気持ちよく、日々の疲れが癒されました。お料理も一品一品丁寧に作られており、特にお寿司のネタは新鮮そのもので感動しました。自然の景色にも心が洗われ、全体を通してとても満足のいく旅行となりました。	10	黒部市
富山	2025/6/29 0:00	静岡県	男	40代		2: 300〜599万円		4	日本海の食が堪能できた	9	砺波市
富山	2025/6/29 0:00	石川県	男	50代		6: 無回答		5	楽しい思い出ばかり	10	射水市
富山	2025/6/29 0:00	石川県	女	50代		3: 600〜1000万円		4	あじさいがたくさん咲いてて綺麗だった	7	射水市
富山	2025/6/29 0:00	富山県	男	50代		4: 1000〜2000万円		3		8	宿泊先
富山	2025/6/29 0:00	石川県	女	60代		3: 600〜1000万円		5	鮎を食べれた	5	砺波市
富山	2025/6/29 0:00	富山県	女	30代		6: 無回答		4		7	宿泊先
富山	2025/6/29 0:00	奈良県	男	30代		3: 600〜1000万円		4		10	高岡市
富山	2025/6/29 0:00	東京都	男	50代		4: 1000〜2000万円		4	観光は良かったが、交通の弁が不便な時があった。	8	富山市
富山	2025/6/29 0:00	富山県	女	70代		1: 300万円未満		4	風呂😃♨🎶	10	射水市
富山	2025/6/29 0:00	富山県	女	60代		2: 300〜599万円		3	期待しすぎて、思ってたのと違ってた！	10	朝日町
富山	2025/6/30 0:00	埼玉県	男	70代		2: 300〜599万円		3	今までに何度も来ていて前と同じ。	10	宿泊先
富山	2025/6/30 0:00	神奈川県	女	50代		1: 300万円未満		5	今回は結婚式が目的でしたが、隣の美術館も気になり帰りに寄ります。	10	富山市
富山	2025/6/30 0:00	愛知県	男	50代		4: 1000〜2000万円		5		8	宿泊先
富山	2025/6/30 0:00	新潟県	女	50代		2: 300〜599万円		5	話題の店に行ったのですが、味もお店の方の対応もとても素晴らしく、 また、ぜひ行きたいと思いました。	10	宿泊先
富山	2025/6/30 0:00	東京都	男	60代		3: 600〜1000万円		5	カターレ富山vsジェフ千葉　サッカー観戦で、千葉が負けたこと以外は大満足です　2013年以来2回目	9	宿泊先
富山	2025/6/30 0:00	千葉県	女	40代		3: 600〜1000万円		5	ヒスイ海岸の海の綺麗さにとても感動しました。残念ながらヒスイを見つけることは出来ませんでしたが、メノウを見つけて子供が喜んでいました。	10	射水市
富山	2025/6/30 0:00	富山県	女	40代		1: 300万円未満		5	家族が様々な体験ができた、ワークショップなど探して予約できてよかった	10	小矢部市
富山	2025/6/30 0:00	富山県	女	40代		1: 300万円未満		5	体験やワークショップを探し予約したら、とても充実した旅行になった	10	小矢部市
富山	2025/6/30 0:00	大阪府	男	60代		2: 300〜599万円		4	晴雨海岸での立山連峰の風景	9	高岡市
富山	2025/6/30 0:00	岐阜県	女	50代		4: 1000〜2000万円		4	駐車料金が無料のところが多かった　　海鮮がおいしかった	8	宿泊先
富山	2025/6/30 0:00	富山県	女	30代		1: 300万円未満		4		8	射水市
富山	2025/7/1 0:00	大阪府	男	50代		3: 600〜1000万円		4	観光施設が整っており、駐車場も無料が多く、環境がよい	8	宿泊先
富山	2025/7/1 0:00	長野県	女	30代		2: 300〜599万円		2		0	黒部市
富山	2025/7/1 0:00	富山県	女	60代		3: 600〜1000万円		5		8	小矢部市
富山	2025/7/1 0:00	奈良県	女	50代		1: 300万円未満		5	川と海の色が綺麗	10	魚津市
富山	2025/7/1 0:00	大阪府	女	50代		2: 300〜599万円		4	宇奈月温泉、トロッコはとても良かったです	9	高岡市
富山	2025/7/1 0:00	大阪府	男	50代		2: 300〜599万円		5	目で大自然に感動し目と舌で感動し温泉の癒しを身体で感動し言う事なし	10	
富山	2025/7/1 0:00	滋賀県	女	40代		1: 300万円未満		5	SNSなどで想像してたよりも実際に見たり食べたりしたほうが良かった。 来てみないと分からない良さがある。	8	滑川市
富山	2025/7/1 0:00	石川県	男	50代		2: 300〜599万円		4	楽しく美味し	10	射水市
富山	2025/7/1 0:00	富山県	男	50代		2: 300〜599万円		3		8	魚津市
富山	2025/7/2 0:00	富山県	女	60代		3: 600〜1000万円		3	特になし	7	富山市
富山	2025/7/2 0:00	宮城県	男	50代		2: 300〜599万円		3	富山県の食材使った店を和洋問わず知りたいな	5	宿泊先
富山	2025/7/2 0:00	栃木県	女	50代		6: 無回答		5	景色に感動	10	高岡市
富山	2025/7/2 0:00	富山県	女	50代		1: 300万円未満		3	よく行くから、お湯が良いから	10	高岡市
富山	2025/7/2 0:00	富山県	女	50代		3: 600〜1000万円		4	食べ物が美味しい	8	黒部市
富山	2025/7/2 0:00	新潟県	男	70代		3: 600〜1000万円		5	海の幸満喫	10	魚津市
富山	2025/7/2 0:00	神奈川県	男	50代		3: 600〜1000万円		2		5	宿泊先
富山	2025/7/2 0:00	兵庫県	男	30代		1: 300万円未満		4	みんなに会えて、おいしい料理を食べて祝うことができて良かった	6	宿泊先
富山	2025/7/3 0:00	富山県	女	60代		1: 300万円未満		4	ヒスイについて、湾岸サイクリングについて	10	富山市
富山	2025/7/3 0:00	富山県	男	40代		3: 600〜1000万円		4		9	宿泊先
富山	2025/7/3 0:00	和歌山県	男	30代		2: 300〜599万円		4	やっぱりお寿司がおいしい。	10	黒部市
